1.5298,1.5262,1.5233e+06,91.88,1.5234e+06
1.5298,1.5319,1.5233e+06,91.88,1.5235e+06
1.5445,1.5301,1.5233e+06,91.88,1.5237e+06
1.5396,1.5306,1.5233e+06,91.88,1.5238e+06
1.5298,1.5311,1.5233e+06,91.88,1.524e+06
1.52,1.5271,1.5233e+06,91.88,1.5242e+06
1.5347,1.5304,1.5233e+06,91.88,1.5243e+06
1.5249,1.5292,1.5233e+06,91.88,1.5245e+06
1.5298,1.528,1.5233e+06,91.88,1.5247e+06
1.5396,1.5269,1.5233e+06,91.88,1.5248e+06
1.5347,1.5292,1.5233e+06,91.88,1.525e+06
1.5249,1.5309,1.5233e+06,91.88,1.5252e+06
1.52,1.5312,1.5233e+06,91.88,1.5253e+06
1.5298,1.5281,1.5233e+06,91.88,1.5255e+06
1.5347,1.5295,1.5233e+06,91.88,1.5256e+06
1.5396,1.5297,1.5233e+06,91.88,1.5258e+06
1.5347,1.5326,1.5233e+06,91.88,1.526e+06
1.5298,1.5344,1.5233e+06,91.88,1.5261e+06
1.5347,1.5341,1.5233e+06,91.88,1.5263e+06
1.5249,1.5372,1.5233e+06,91.88,1.5265e+06
1.5298,1.5354,1.5233e+06,91.88,1.5266e+06
1.5396,1.5341,1.5233e+06,91.88,1.5268e+06
1.52,1.5353,1.5233e+06,91.88,1.5269e+06
1.5298,1.5327,1.5233e+06,91.88,1.5271e+06
1.5347,1.5349,1.5233e+06,91.88,1.5273e+06
1.5396,1.534,1.5233e+06,91.88,1.5274e+06
1.5347,1.5331,1.5233e+06,91.88,1.5276e+06
1.5396,1.5314,1.5233e+06,91.88,1.5278e+06
1.5298,1.531,1.5233e+06,91.88,1.5279e+06
1.5249,1.5298,1.5233e+06,91.88,1.5281e+06
1.5249,1.5309,1.5233e+06,91.88,1.5282e+06
1.5298,1.5308,1.5233e+06,91.88,1.5284e+06
1.5396,1.5314,1.5233e+06,91.88,1.5286e+06
1.5347,1.5301,1.5233e+06,91.88,1.5287e+06
1.5249,1.5302,1.5233e+06,91.88,1.5289e+06
1.5249,1.5293,1.5233e+06,91.88,1.5291e+06
1.5396,1.5284,1.5233e+06,91.88,1.5292e+06
1.5298,1.5314,1.5233e+06,91.88,1.5294e+06
1.5298,1.5306,1.5233e+06,91.88,1.5296e+06
1.5298,1.5313,1.5233e+06,91.88,1.5297e+06
1.52,1.5308,1.5233e+06,91.88,1.5299e+06
1.5249,1.5293,1.5233e+06,91.88,1.53e+06
1.5347,1.5292,1.5233e+06,91.88,1.5302e+06
1.5396,1.5309,1.5233e+06,91.88,1.5304e+06
1.5396,1.5312,1.5233e+06,91.88,1.5305e+06
1.5298,1.5318,1.5233e+06,91.88,1.5307e+06
1.5249,1.5306,1.5233e+06,91.88,1.5309e+06
1.5298,1.529,1.5233e+06,91.88,1.531e+06
1.5249,1.5298,1.5233e+06,91.88,1.5312e+06
1.5347,1.5298,1.5233e+06,91.88,1.5314e+06
1.5396,1.5341,1.5233e+06,91.88,1.5315e+06
1.5298,1.5336,1.5233e+06,91.88,1.5317e+06
1.5298,1.5334,1.5233e+06,91.88,1.5318e+06
1.5249,1.5326,1.5233e+06,91.88,1.532e+06
1.5298,1.5321,1.5233e+06,91.88,1.5322e+06
1.5347,1.5334,1.5233e+06,91.88,1.5323e+06
1.5396,1.5311,1.5233e+06,91.88,1.5325e+06
1.5298,1.5324,1.5233e+06,91.88,1.5327e+06
1.5151,1.5315,1.5233e+06,91.88,1.5328e+06
1.5249,1.5272,1.533e+06,20.78,1.533e+06
1.5151,1.5271,1.533e+06,20.78,1.5331e+06
1.5298,1.5256,1.533e+06,20.78,1.5333e+06
1.5298,1.5264,1.533e+06,20.78,1.5335e+06
1.5249,1.53,1.533e+06,20.78,1.5336e+06
1.5249,1.533,1.533e+06,20.78,1.5338e+06
1.5298,1.5299,1.533e+06,20.78,1.534e+06
1.5396,1.5319,1.533e+06,20.78,1.5341e+06
1.5396,1.535,1.533e+06,20.78,1.5343e+06
1.5347,1.536,1.533e+06,20.78,1.5345e+06
1.5298,1.5346,1.533e+06,20.78,1.5346e+06
1.5298,1.5363,1.533e+06,20.78,1.5348e+06
1.5249,1.5347,1.533e+06,20.78,1.5349e+06
1.5347,1.5323,1.533e+06,20.78,1.5351e+06
1.5445,1.5333,1.533e+06,20.78,1.5353e+06
1.5396,1.5335,1.533e+06,20.78,1.5354e+06
1.5347,1.5363,1.533e+06,20.78,1.5356e+06
1.5347,1.5359,1.533e+06,20.78,1.5358e+06
1.5445,1.5404,1.533e+06,20.78,1.5359e+06
1.5396,1.5387,1.533e+06,20.78,1.5361e+06
1.5396,1.537,1.533e+06,20.78,1.5362e+06
1.5347,1.5334,1.533e+06,20.78,1.5364e+06
1.5347,1.5357,1.533e+06,20.78,1.5366e+06
1.5347,1.5368,1.533e+06,20.78,1.5367e+06
1.5396,1.5369,1.533e+06,20.78,1.5369e+06
1.5542,1.536,1.533e+06,20.78,1.5371e+06
1.5445,1.5385,1.533e+06,20.78,1.5372e+06
1.5298,1.5363,1.533e+06,20.78,1.5374e+06
1.5298,1.5353,1.533e+06,20.78,1.5375e+06
1.5298,1.5372,1.533e+06,20.78,1.5377e+06
1.5542,1.539,1.533e+06,20.78,1.5379e+06
1.5347,1.5394,1.533e+06,20.78,1.538e+06
1.5445,1.5371,1.533e+06,20.78,1.5382e+06
1.5298,1.5371,1.533e+06,20.78,1.5384e+06
1.5396,1.5366,1.533e+06,20.78,1.5385e+06
1.5347,1.5398,1.533e+06,20.78,1.5387e+06
1.5494,1.5396,1.533e+06,20.78,1.5389e+06
1.5347,1.5398,1.533e+06,20.78,1.539e+06
1.5445,1.538,1.533e+06,20.78,1.5392e+06
1.52,1.5387,1.533e+06,20.78,1.5393e+06
1.5298,1.5343,1.533e+06,20.78,1.5395e+06
1.5445,1.5373,1.533e+06,20.78,1.5397e+06
1.5347,1.5358,1.533e+06,20.78,1.5398e+06
