3.29,0,0,0,24780
3.29,3.29,0,0,24862
3.29,3.29,0,0,24944
3.28,3.29,0,0,25038
3.28,3.29,0,0,25120
3.28,3.29,0,0,25214
3.28,3.28,0,0,25296
3.28,3.28,0,0,25378
3.28,3.28,0,0,25473
3.28,3.28,0,0,25554
3.28,3.28,0,0,25636
3.28,3.28,0,0,25731
3.28,3.28,0,0,25812
3.27,3.28,0,0,25894
3.27,3.28,0,0,25993
3.27,3.28,0,0,26075
3.27,3.27,0,0,26169
3.27,3.27,0,0,26251
3.27,3.27,0,0,26333
3.27,3.27,0,0,26427
3.27,3.27,0,0,26509
3.27,3.27,0,0,26591
3.27,3.27,0,0,26685
3.27,3.27,0,0,26767
3.27,3.27,0,0,26861
3.26,3.27,0,0,26943
3.26,3.27,0,0,27025
3.26,3.27,0,0,27119
3.26,3.26,0,0,27201
3.26,3.26,0,0,27283
3.26,3.26,0,0,27377
3.26,3.26,0,0,27459
3.26,3.26,0,0,27553
3.26,3.26,0,0,27635
3.26,3.26,0,0,27717
3.26,3.26,0,0,27811
3.26,3.26,0,0,27893
3.26,3.26,0,0,27975
3.26,3.26,0,0,28069
3.26,3.26,0,0,28151
3.27,3.26,0,0,28233
3.27,3.27,0,0,28332
3.28,3.27,0,0,28413
3.31,3.28,0,0,28508
3.35,3.3,0,0,28590
3.4,3.33,0,0,28672
3.42,3.38,0,0,28766
3.4,3.41,0,0,28848
3.38,3.41,0,0,28930
3.36,3.39,0,0,29028
3.35,3.37,29081,0,29110
3.35,3.35,29081,0,29198
3.34,3.35,29081,0,29280
3.34,3.34,29081,0,29362
3.33,3.34,29081,0,29450
3.33,3.34,29081,0,29532
3.33,3.33,29081,0,29614
3.33,3.33,29081,0,29704
3.33,3.33,29081,0,29786
3.33,3.33,29081,0,29868
3.33,3.33,29081,0,29960
3.32,3.33,29081,0,30042
3.33,3.33,29081,0,30130
3.33,3.33,29081,0,30212
3.33,3.33,29081,0,30294
3.34,3.33,29081,0,30382
3.37,3.34,29081,0,30464
3.39,3.36,29081,0,30545
3.41,3.38,29081,0,30633
3.43,3.4,29081,0,30715
3.45,3.42,29081,0,30797
